RESIDENCIA/ORIGEN;Continentes;Países;Concepto turístico;CCAA de destino;Periodo;Total
Total;América;Estados Unidos de América;Turistas;Balears, Illes;2023M06;48.682
Total;América;Estados Unidos de América;Turistas;Balears, Illes;2023M05;30.584
Total;América;Estados Unidos de América;Turistas;Balears, Illes;2023M04;13.879
Total;América;Estados Unidos de América;Turistas;Balears, Illes;2023M03;4.192
Total;América;Estados Unidos de América;Turistas;Balears, Illes;2023M02;1.802
Total;América;Estados Unidos de América;Turistas;Balears, Illes;2023M01;3.014
Total;América;Estados Unidos de América;Turistas;Canarias;2023M09;7.141
Total;América;Estados Unidos de América;Turistas;Canarias;2023M08;5.442
Total;América;Estados Unidos de América;Turistas;Canarias;2023M07;7.271
Total;América;Estados Unidos de América;Turistas;Canarias;2023M06;6.059
Total;América;Estados Unidos de América;Turistas;Canarias;2023M05;5.541
Total;América;Estados Unidos de América;Turistas;Canarias;2023M04;7.657
Total;América;Estados Unidos de América;Turistas;Canarias;2023M03;6.208
Total;América;Estados Unidos de América;Turistas;Canarias;2023M02;3.793
Total;América;Estados Unidos de América;Turistas;Canarias;2023M01;7.063
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M09;244.420
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M08;234.850
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M07;379.346
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M06;238.542
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M05;143.745
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M04;72.171
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M03;23.475
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M02;12.434
Total;América;Estados Unidos de América;Pernoctaciones;Balears, Illes;2023M01;22.605
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M09;49.292
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M08;45.096
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M07;58.912
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M06;47.106
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M05;40.110
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M04;51.023
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M03;45.779
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M02;27.641
Total;América;Estados Unidos de América;Pernoctaciones;Canarias;2023M01;58.464
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M09;5,4
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M08;5,9
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M07;5,7
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M06;4,9
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M05;4,7
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M04;5,2
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M03;5,6
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M02;6,9
Total;América;Estados Unidos de América;Duración media de los viajes;Balears, Illes;2023M01;7,5
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M09;6,9
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M08;8,3
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M07;8,1
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M06;7,8
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M05;7,2
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M04;6,7
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M03;7,4
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M02;7,3
Total;América;Estados Unidos de América;Duración media de los viajes;Canarias;2023M01;8,3
Total;América;Granada;Turistas;Balears, Illes;2023M09;""
Total;América;Granada;Turistas;Balears, Illes;2023M08;""
Total;América;Granada;Turistas;Balears, Illes;2023M07;.
Total;América;Granada;Turistas;Balears, Illes;2023M06;""
Total;América;Granada;Turistas;Balears, Illes;2023M05;.
Total;América;Granada;Turistas;Balears, Illes;2023M04;""
Total;América;Granada;Turistas;Balears, Illes;2023M03;""
Total;América;Granada;Turistas;Balears, Illes;2023M02;""
Total;América;Granada;Turistas;Balears, Illes;2023M01;""
Total;América;Granada;Turistas;Canarias;2023M09;""
Total;América;Granada;Turistas;Canarias;2023M08;.
Total;América;Granada;Turistas;Canarias;2023M07;""
Total;América;Granada;Turistas;Canarias;2023M06;""
Total;América;Granada;Turistas;Canarias;2023M05;.
Total;América;Granada;Turistas;Canarias;2023M04;""
Total;América;Granada;Turistas;Canarias;2023M03;""
Total;América;Granada;Turistas;Canarias;2023M02;""
Total;América;Granada;Turistas;Canarias;2023M01;.
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M09;""
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M08;""
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M07;.
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M06;""
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M05;.
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M04;""
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M03;""
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M02;""
Total;América;Granada;Pernoctaciones;Balears, Illes;2023M01;""
Total;América;Granada;Pernoctaciones;Canarias;2023M09;""
Total;América;Granada;Pernoctaciones;Canarias;2023M08;.
Total;América;Granada;Pernoctaciones;Canarias;2023M07;""
Total;América;Granada;Pernoctaciones;Canarias;2023M06;""
Total;América;Granada;Pernoctaciones;Canarias;2023M05;.
Total;América;Granada;Pernoctaciones;Canarias;2023M04;""
Total;América;Granada;Pernoctaciones;Canarias;2023M03;""
Total;América;Granada;Pernoctaciones;Canarias;2023M02;""
Total;América;Granada;Pernoctaciones;Canarias;2023M01;.
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M09;""
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M08;""
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M07;.
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M06;""
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M05;.
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M04;""
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M03;""
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M02;""
Total;América;Granada;Duración media de los viajes;Balears, Illes;2023M01;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M09;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M08;.
Total;América;Granada;Duración media de los viajes;Canarias;2023M07;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M06;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M05;.
Total;América;Granada;Duración media de los viajes;Canarias;2023M04;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M03;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M02;""
Total;América;Granada;Duración media de los viajes;Canarias;2023M01;.
Total;América;Guatemala;Turistas;Balears, Illes;2023M09;66
Total;América;Guatemala;Turistas;Balears, Illes;2023M08;57
Total;América;Guatemala;Turistas;Balears, Illes;2023M07;133
Total;América;Guatemala;Turistas;Balears, Illes;2023M06;100
Total;América;Guatemala;Turistas;Balears, Illes;2023M05;82
Total;América;Guatemala;Turistas;Balears, Illes;2023M04;45
Total;América;Guatemala;Turistas;Balears, Illes;2023M03;.
Total;América;Guatemala;Turistas;Balears, Illes;2023M02;.
Total;América;Guatemala;Turistas;Balears, Illes;2023M01;.
Total;América;Guatemala;Turistas;Canarias;2023M09;.
Total;América;Guatemala;Turistas;Canarias;2023M08;.
Total;América;Guatemala;Turistas;Canarias;2023M07;.
Total;América;Guatemala;Turistas;Canarias;2023M06;.
Total;América;Guatemala;Turistas;Canarias;2023M05;.
Total;América;Guatemala;Turistas;Canarias;2023M04;.
Total;América;Guatemala;Turistas;Canarias;2023M03;.
Total;América;Guatemala;Turistas;Canarias;2023M02;.
Total;América;Guatemala;Turistas;Canarias;2023M01;.
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M09;416
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M08;416
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M07;1.077
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M06;610
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M05;508
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M04;329
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M03;.
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M02;.
Total;América;Guatemala;Pernoctaciones;Balears, Illes;2023M01;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M09;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M08;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M07;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M06;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M05;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M04;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M03;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M02;.
Total;América;Guatemala;Pernoctaciones;Canarias;2023M01;.
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M09;6,3
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M08;7,3
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M07;8,1
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M06;6,1
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M05;6,2
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M04;7,3
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M03;.
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M02;.
Total;América;Guatemala;Duración media de los viajes;Balears, Illes;2023M01;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M09;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M08;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M07;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M06;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M05;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M04;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M03;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M02;.
Total;América;Guatemala;Duración media de los viajes;Canarias;2023M01;.
Total;América;Guyana;Turistas;Balears, Illes;2023M09;.
Total;América;Guyana;Turistas;Balears, Illes;2023M08;.
Total;América;Guyana;Turistas;Balears, Illes;2023M07;""
Total;América;Guyana;Turistas;Balears, Illes;2023M06;""
Total;América;Guyana;Turistas;Balears, Illes;2023M05;""
Total;América;Guyana;Turistas;Balears, Illes;2023M04;""
Total;América;Guyana;Turistas;Balears, Illes;2023M03;""
Total;América;Guyana;Turistas;Balears, Illes;2023M02;""
Total;América;Guyana;Turistas;Balears, Illes;2023M01;""
Total;América;Guyana;Turistas;Canarias;2023M09;""
Total;América;Guyana;Turistas;Canarias;2023M08;.
Total;América;Guyana;Turistas;Canarias;2023M07;.
Total;América;Guyana;Turistas;Canarias;2023M06;.
Total;América;Guyana;Turistas;Canarias;2023M05;.
Total;América;Guyana;Turistas;Canarias;2023M04;.
Total;América;Guyana;Turistas;Canarias;2023M03;.
Total;América;Guyana;Turistas;Canarias;2023M02;""
Total;América;Guyana;Turistas;Canarias;2023M01;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M09;.
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M08;.
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M07;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M06;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M05;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M04;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M03;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M02;""
Total;América;Guyana;Pernoctaciones;Balears, Illes;2023M01;""
Total;América;Guyana;Pernoctaciones;Canarias;2023M09;""
Total;América;Guyana;Pernoctaciones;Canarias;2023M08;.
Total;América;Guyana;Pernoctaciones;Canarias;2023M07;.
Total;América;Guyana;Pernoctaciones;Canarias;2023M06;.
Total;América;Guyana;Pernoctaciones;Canarias;2023M05;.
Total;América;Guyana;Pernoctaciones;Canarias;2023M04;.
Total;América;Guyana;Pernoctaciones;Canarias;2023M03;.
Total;América;Guyana;Pernoctaciones;Canarias;2023M02;""
Total;América;Guyana;Pernoctaciones;Canarias;2023M01;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M09;.
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M08;.
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M07;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M06;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M05;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M04;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M03;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M02;""
Total;América;Guyana;Duración media de los viajes;Balears, Illes;2023M01;""
Total;América;Guyana;Duración media de los viajes;Canarias;2023M09;""
Total;América;Guyana;Duración media de los viajes;Canarias;2023M08;.
Total;América;Guyana;Duración media de los viajes;Canarias;2023M07;.
Total;América;Guyana;Duración media de los viajes;Canarias;2023M06;.
Total;América;Guyana;Duración media de los viajes;Canarias;2023M05;.
Total;América;Guyana;Duración media de los viajes;Canarias;2023M04;.
Total;América;Guyana;Duración media de los viajes;Canarias;2023M03;.
Total;América;Guyana;Duración media de los viajes;Canarias;2023M02;""
Total;América;Guyana;Duración media de los viajes;Canarias;2023M01;""
Total;América;Haití;Turistas;Balears, Illes;2023M09;""
Total;América;Haití;Turistas;Balears, Illes;2023M08;.
Total;América;Haití;Turistas;Balears, Illes;2023M07;""
Total;América;Haití;Turistas;Balears, Illes;2023M06;""
Total;América;Haití;Turistas;Balears, Illes;2023M05;""
Total;América;Haití;Turistas;Balears, Illes;2023M04;""
Total;América;Haití;Turistas;Balears, Illes;2023M03;""
Total;América;Haití;Turistas;Balears, Illes;2023M02;""
Total;América;Haití;Turistas;Balears, Illes;2023M01;""
Total;América;Haití;Turistas;Canarias;2023M09;""
Total;América;Haití;Turistas;Canarias;2023M08;""
Total;América;Haití;Turistas;Canarias;2023M07;""
Total;América;Haití;Turistas;Canarias;2023M06;.
Total;América;Haití;Turistas;Canarias;2023M05;""
Total;América;Haití;Turistas;Canarias;2023M04;""
Total;América;Haití;Turistas;Canarias;2023M03;""
Total;América;Haití;Turistas;Canarias;2023M02;""
Total;América;Haití;Turistas;Canarias;2023M01;.
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M09;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M08;.
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M07;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M06;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M05;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M04;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M03;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M02;""
Total;América;Haití;Pernoctaciones;Balears, Illes;2023M01;""
Total;América;Haití;Pernoctaciones;Canarias;2023M09;""
Total;América;Haití;Pernoctaciones;Canarias;2023M08;""
Total;América;Haití;Pernoctaciones;Canarias;2023M07;""
Total;América;Haití;Pernoctaciones;Canarias;2023M06;.
